model_name,failure_profile,start_time,end_time,failure_interval,failure_type,solution_method,is_fixable
*.Models.Model.Assembly4,FailureA,1:14:40:57.8110,1:15:15:22.2772,1:34.2532,1,2,0
*.Models.Model.Assembly3,FailureA,1:15:19:41.4819,1:16:13:23.4889,41:36.4307,1,1,0
*.Models.Model.Assembly4,FailureA,1:15:16:59.9202,1:16:51:56.8615,48:00.4943,2,3,0
*.Models.Model.Assembly1,FailureA,1:17:39:55.9310,1:17:58:10.2627,1:00:00.0000,1,6,1
*.Models.Model.Assembly4,FailureA,1:18:02:51.9304,1:18:33:17.7595,1:09:14.3008,2,3,0
*.Models.Model.Assembly1,FailureA,1:18:06:04.3374,1:19:10:44.4532,1:00:00.0000,2,1,0
*.Models.Model.Assembly3,FailureA,1:18:03:24.5224,1:19:45:11.6352,7:50.5962,2,3,0
*.Models.Model.Assembly1,FailureA,1:19:40:01.3369,1:20:04:18.6386,1:00:00.0000,2,5,0
*.Models.Model.Assembly3,FailureA,1:19:53:07.6612,1:20:28:14.5166,11:18.5785,1,6,1
*.Models.Model.Assembly3,FailureA,1:20:39:36.3493,1:21:08:46.1474,57:49.9901,2,4,0
*.Models.Model.Assembly3,FailureA,1:22:12:18.6473,1:22:50:11.5205,13:14.6559,1,6,1
*.Models.Model.Assembly1,FailureA,1:22:57:35.4326,1:23:17:42.9648,1:00:00.0000,2,5,0
*.Models.Model.Assembly3,FailureA,1:23:03:33.0522,1:23:39:10.9664,33:56.4204,1,3,0
*.Models.Model.Assembly1,FailureA,1:23:53:12.2199,2:00:18:22.0900,1:00:00.0000,1,6,1
*.Models.Model.Assembly3,FailureA,2:00:13:18.7766,2:00:55:52.1242,12:26.9297,1,3,0
*.Models.Model.Assembly4,FailureA,2:00:04:14.6813,2:01:17:52.8496,25:12.7642,1,1,0
*.Models.Model.Assembly3,FailureA,2:01:08:23.9352,2:01:38:02.0107,1:48:44.6138,2,3,0
*.Models.Model.Assembly4,FailureA,2:02:36:13.3832,2:03:12:16.6807,1:46:48.5276,2,1,0
*.Models.Model.Assembly1,FailureA,2:02:42:39.0774,2:03:40:54.1100,1:00:00.0000,1,3,0
*.Models.Model.Assembly1,FailureA,2:03:48:15.6805,2:04:15:06.7224,1:00:00.0000,2,1,0
*.Models.Model.Assembly1,FailureA,2:04:40:29.7398,2:04:59:40.2771,1:00:00.0000,1,3,0
*.Models.Model.Assembly3,FailureA,2:05:27:10.4405,2:05:49:50.7045,12:31.5025,2,5,0
*.Models.Model.Assembly3,FailureA,2:06:02:27.0883,2:06:35:14.1966,54:18.3536,2,4,0
*.Models.Model.Assembly1,FailureA,2:06:52:41.6014,2:07:36:41.7054,1:00:00.0000,2,3,0
*.Models.Model.Assembly4,FailureA,2:07:01:21.9237,2:08:06:09.9701,44:02.9814,1,1,0
*.Models.Model.Assembly3,FailureA,2:07:43:57.8174,2:08:33:06.6220,1:22.4725,2,3,0
*.Models.Model.Assembly3,FailureA,2:08:34:29.0946,2:09:16:53.3737,32:55.2813,1,6,1
*.Models.Model.Assembly4,FailureA,2:08:55:35.2785,2:09:55:03.4793,21:12.5752,2,3,0
*.Models.Model.Assembly3,FailureA,2:09:50:02.4099,2:10:37:30.6854,8:54.0792,1,1,0
*.Models.Model.Assembly3,FailureA,2:10:46:31.1204,2:11:59:19.6899,31:50.1194,1,6,1
*.Models.Model.Assembly1,FailureA,2:12:42:34.4604,2:13:22:16.9540,1:00:00.0000,2,4,0
*.Models.Model.Assembly4,FailureA,2:12:49:49.8909,2:13:55:12.8328,1:24.7998,2,3,0
*.Models.Model.Assembly3,FailureA,2:13:45:37.3389,2:14:19:08.9011,2:15.1810,2,1,0
*.Models.Model.Assembly4,FailureA,2:13:56:37.6326,2:14:54:47.3009,1:37:53.8162,2,5,0
*.Models.Model.Assembly3,FailureA,2:14:21:26.1433,2:15:37:04.3471,28:52.8187,2,5,0
*.Models.Model.Assembly3,FailureA,2:16:06:09.1843,2:16:49:35.8471,1:39:22.8308,1,3,0
*.Models.Model.Assembly1,FailureA,2:18:33:17.7260,2:19:28:14.3381,1:00:00.0000,1,6,1
*.Models.Model.Assembly4,FailureA,2:18:51:09.9022,2:20:10:44.5470,3:00.9889,2,2,0
*.Models.Model.Assembly1,FailureA,2:19:32:50.6155,2:20:48:59.7042,1:00:00.0000,1,1,0
*.Models.Model.Assembly3,FailureA,2:21:08:35.4893,2:21:33:28.1685,23:23.1054,1,4,0
*.Models.Model.Assembly1,FailureA,2:21:23:49.6155,2:22:17:38.1115,1:00:00.0000,1,4,0
*.Models.Model.Assembly4,FailureA,2:21:13:55.1839,2:22:53:30.3715,7:41.2551,2,1,0
*.Models.Model.Assembly3,FailureA,2:22:29:46.4916,2:23:17:41.7889,1:46.6157,1,1,0
*.Models.Model.Assembly4,FailureA,2:23:01:18.8103,2:23:35:40.2909,12:32.7737,2,1,0
*.Models.Model.Assembly3,FailureA,2:23:19:28.4046,2:23:53:45.0919,2:21:41.9558,2,2,0
*.Models.Model.Assembly4,FailureA,2:23:48:23.0985,3:00:17:32.3289,6:45.1125,1,1,0
*.Models.Model.Assembly1,FailureA,3:00:05:28.6957,3:00:32:43.8056,1:00:00.0000,1,5,0
*.Models.Model.Assembly4,FailureA,3:00:24:23.6405,3:00:58:50.1670,23:08.8028,1,5,0
*.Models.Model.Assembly1,FailureA,3:00:45:45.0922,3:01:38:39.2490,1:00:00.0000,2,2,0
*.Models.Model.Assembly4,FailureA,3:01:22:14.5694,3:02:14:45.3787,29.4017,2,1,0
*.Models.Model.Assembly4,FailureA,3:02:15:14.7804,3:02:56:49.8161,2:00.8977,2,4,0
*.Models.Model.Assembly4,FailureA,3:02:58:53.3756,3:03:21:42.4575,28:46.5501,1,5,0
*.Models.Model.Assembly4,FailureA,3:03:50:49.3100,3:04:30:32.7811,1:29:03.1005,2,4,0
*.Models.Model.Assembly1,FailureA,3:04:52:40.6527,3:05:36:06.5355,1:00:00.0000,1,6,1
*.Models.Model.Assembly3,FailureA,3:04:57:10.1547,3:05:56:06.8286,7:07.8104,1,1,0
*.Models.Model.Assembly1,FailureA,3:05:45:50.4509,3:06:29:13.9573,1:00:00.0000,1,4,0
*.Models.Model.Assembly3,FailureA,3:06:03:21.6120,3:06:58:38.6850,2:17:34.9165,2,4,0
*.Models.Model.Assembly4,FailureA,3:09:01:29.8292,3:09:30:45.6857,4:10.0934,2,3,0
*.Models.Model.Assembly4,FailureA,3:09:34:59.0334,3:10:43:20.7893,2:32.8214,1,2,0
*.Models.Model.Assembly4,FailureA,3:10:45:55.2379,3:11:09:28.7373,4:30.6101,1,3,0
*.Models.Model.Assembly4,FailureA,3:11:14:02.3284,3:11:38:49.4419,5:47.3284,1,1,0
*.Models.Model.Assembly4,FailureA,3:11:44:46.0698,3:12:01:57.2300,1:20:05.1456,2,3,0
*.Models.Model.Assembly1,FailureA,3:12:42:20.8245,3:13:14:43.4757,1:00:00.0000,2,1,0
*.Models.Model.Assembly3,FailureA,3:13:36:05.8985,3:13:54:36.8589,1:38:00.3901,1,4,0
*.Models.Model.Assembly1,FailureA,3:13:41:32.3500,3:14:22:29.9164,1:00:00.0000,2,5,0
*.Models.Model.Assembly4,FailureA,3:13:36:18.6859,3:14:37:50.5922,2:26:52.9878,2,2,0
*.Models.Model.Assembly1,FailureA,3:14:42:13.3415,3:15:22:35.4563,1:00:00.0000,2,4,0
*.Models.Model.Assembly1,FailureA,3:15:40:38.3821,3:16:03:32.7292,1:00:00.0000,2,1,0
*.Models.Model.Assembly1,FailureA,3:17:16:58.4380,3:17:50:22.9937,1:00:00.0000,2,2,0
*.Models.Model.Assembly3,FailureA,3:18:03:39.3752,3:18:47:44.5882,4:14.0205,1,6,1
*.Models.Model.Assembly3,FailureA,3:18:52:04.3740,3:19:12:42.7865,22:16.8835,1,1,0
*.Models.Model.Assembly3,FailureA,3:19:35:09.7276,3:20:08:18.9449,6:47.1506,2,4,0
*.Models.Model.Assembly3,FailureA,3:20:15:07.7226,3:20:56:13.2124,3:37.6698,1,4,0
*.Models.Model.Assembly3,FailureA,3:20:59:52.8503,3:21:26:25.7619,7:48.7580,1,3,0
*.Models.Model.Assembly3,FailureA,3:21:34:16.1471,3:22:12:39.9654,3:56.1431,1,5,0
*.Models.Model.Assembly3,FailureA,3:22:16:40.0734,3:22:46:50.2090,50:45.0001,1,4,0
*.Models.Model.Assembly1,FailureA,3:23:02:17.9962,3:23:22:27.4250,1:00:00.0000,2,1,0
*.Models.Model.Assembly3,FailureA,3:23:37:56.4973,4:00:12:38.9090,1:00:29.9347,1,6,1
*.Models.Model.Assembly1,FailureA,4:01:04:11.1865,4:01:29:01.6522,1:00:00.0000,1,3,0
*.Models.Model.Assembly1,FailureA,4:01:42:39.1733,4:02:05:10.9560,1:00:00.0000,1,6,1
*.Models.Model.Assembly1,FailureA,4:02:19:18.7776,4:02:51:49.6440,1:00:00.0000,1,6,1
*.Models.Model.Assembly3,FailureA,4:03:18:28.7331,4:03:48:54.4558,2:10.1800,1,4,0
*.Models.Model.Assembly4,FailureA,4:03:20:56.4506,4:04:06:11.9594,1:14:39.0152,1,5,0
*.Models.Model.Assembly3,FailureA,4:03:51:04.6357,4:04:39:52.6215,17:48.7378,1,2,0
*.Models.Model.Assembly1,FailureA,4:04:56:04.9153,4:05:13:53.2787,1:00:00.0000,2,1,0
*.Models.Model.Assembly3,FailureA,4:04:57:50.2065,4:05:49:10.6726,27:56.8714,2,1,0
*.Models.Model.Assembly1,FailureA,4:06:01:23.9113,4:06:42:49.4322,1:00:00.0000,1,6,1
*.Models.Model.Assembly3,FailureA,4:06:17:18.6440,4:07:13:12.7186,2:05.0278,2,5,0
*.Models.Model.Assembly1,FailureA,4:06:50:00.1098,4:07:38:31.6229,1:00:00.0000,1,4,0
*.Models.Model.Assembly3,FailureA,4:07:15:17.7464,4:08:12:47.4856,52:32.7618,1,1,0
*.Models.Model.Assembly1,FailureA,4:08:40:20.1955,4:09:18:19.0788,1:00:00.0000,1,1,0
*.Models.Model.Assembly3,FailureA,4:09:05:42.9707,4:10:01:12.4359,41:24.9765,2,5,0
*.Models.Model.Assembly1,FailureA,4:09:31:13.1888,4:10:25:18.2748,1:00:00.0000,2,1,0
*.Models.Model.Assembly4,FailureA,4:09:15:44.5956,4:11:09:27.8353,3:41.0322,2,1,0
*.Models.Model.Assembly1,FailureA,4:10:38:13.4590,4:11:26:42.6443,1:00:00.0000,2,4,0
*.Models.Model.Assembly4,FailureA,4:11:13:10.4946,4:11:48:10.9435,51:26.9360,1,5,0
*.Models.Model.Assembly1,FailureA,4:11:27:04.0190,4:12:32:56.0072,1:00:00.0000,2,2,0
*.Models.Model.Assembly3,FailureA,4:12:44:35.3459,4:13:03:38.3727,6:25.7905,1,3,0
*.Models.Model.Assembly3,FailureA,4:13:10:05.7903,4:13:54:43.6415,1:59.7444,2,3,0
*.Models.Model.Assembly1,FailureA,4:13:22:06.6071,4:14:29:38.4454,1:00:00.0000,2,3,0
*.Models.Model.Assembly3,FailureA,4:13:56:47.8007,4:15:00:11.6481,1:12:02.4999,2,4,0
*.Models.Model.Assembly1,FailureA,4:14:31:39.5414,4:15:43:13.2448,1:00:00.0000,1,6,1
*.Models.Model.Assembly1,FailureA,4:17:16:52.8144,4:17:37:56.5675,1:00:00.0000,1,2,0
*.Models.Model.Assembly4,FailureA,4:17:21:14.4902,4:18:09:42.0598,18:29.4385,1,4,0
*.Models.Model.Assembly1,FailureA,4:17:49:13.3649,4:18:48:28.4739,1:00:00.0000,1,6,1
*.Models.Model.Assembly3,FailureA,4:18:52:26.7391,4:19:48:13.6943,39:37.9859,1,6,1
*.Models.Model.Assembly4,FailureA,4:19:44:02.3551,4:20:10:31.8159,41:35.0051,1,4,0
*.Models.Model.Assembly1,FailureA,4:20:59:23.5039,4:21:48:55.7599,1:00:00.0000,1,2,0
*.Models.Model.Assembly1,FailureA,5:41.3585,24:53.5543,1:00:00.0000,1,3,0
*.Models.Model.Assembly4,FailureA,43:27.6145,1:27:14.2085,59:02.3360,1,4,0
*.Models.Model.Assembly3,FailureA,2:45:15.2055,3:12:01.6853,8:21.1558,2,3,0
*.Models.Model.Assembly4,FailureA,2:55:08.5611,3:44:44.0945,8:06.9793,1,5,0
*.Models.Model.Assembly3,FailureA,3:20:27.7225,5:06:11.5753,1:06:25.4133,1,6,1
*.Models.Model.Assembly4,FailureA,4:31:03.5562,5:30:47.4888,29:04.0697,2,5,0
*.Models.Model.Assembly1,FailureA,5:31:16.0644,5:58:59.8363,1:00:00.0000,1,5,0
*.Models.Model.Assembly4,FailureA,6:00:21.3625,6:22:16.6670,1:16:35.4356,1,1,0
*.Models.Model.Assembly1,FailureA,6:01:43.8314,6:58:55.3591,1:00:00.0000,2,2,0
*.Models.Model.Assembly3,FailureA,7:28:16.9950,8:16:22.8130,36:01.4968,1,1,0
*.Models.Model.Assembly3,FailureA,8:52:37.3452,9:08:39.0171,1:04.4022,2,2,0
*.Models.Model.Assembly3,FailureA,9:09:45.0465,9:47:58.1031,2:09:30.8702,1,4,0
*.Models.Model.Assembly1,FailureA,10:07:11.3045,10:28:55.2738,1:00:00.0000,1,4,0
*.Models.Model.Assembly4,FailureA,10:40:56.7310,11:06:58.1241,14:53.4160,2,4,0
*.Models.Model.Assembly4,FailureA,11:21:59.6758,11:56:16.3331,8:39.6404,2,2,0
*.Models.Model.Assembly4,FailureA,12:05:00.8548,12:42:28.3627,14:14.6077,1,2,0
*.Models.Model.Assembly3,FailureA,12:14:00.7144,12:58:54.0453,1:07:14.7619,1,6,1
*.Models.Model.Assembly4,FailureA,12:56:51.4846,13:17:13.8393,46:07.7704,1,6,1
*.Models.Model.Assembly3,FailureA,14:14:50.0949,15:21:28.7554,2:52:08.6778,1,3,0
*.Models.Model.Assembly4,FailureA,14:14:24.4771,15:48:56.1117,1:43:02.2432,1,5,0
*.Models.Model.Assembly1,FailureA,16:34:12.5868,17:13:58.1651,1:00:00.0000,2,3,0
*.Models.Model.Assembly1,FailureA,17:42:35.4322,18:12:08.8798,1:00:00.0000,2,5,0
*.Models.Model.Assembly4,FailureA,18:37:34.0761,18:53:20.2696,6:00.5422,2,5,0
*.Models.Model.Assembly4,FailureA,18:59:24.0660,19:38:31.2838,5:42.3708,2,4,0
*.Models.Model.Assembly1,FailureA,19:02:07.6799,20:18:01.9867,1:00:00.0000,2,5,0
*.Models.Model.Assembly4,FailureA,19:44:15.2818,20:45:10.9112,9:33.9722,1,5,0
*.Models.Model.Assembly3,FailureA,20:23:14.5264,21:12:35.8931,49.8088,1,1,0
*.Models.Model.Assembly1,FailureA,20:22:21.8032,21:32:13.9089,1:00:00.0000,1,3,0
*.Models.Model.Assembly3,FailureA,21:13:25.7019,22:11:24.9504,12:46.2393,1,2,0
*.Models.Model.Assembly4,FailureA,20:54:49.7648,22:31:47.1051,50:34.0008,1,6,1
*.Models.Model.Assembly1,FailureA,21:35:10.6598,23:44:15.4141,1:00:00.0000,1,4,0
*.Models.Model.Assembly1,FailureA,23:47:47.1034,1:00:21:28.1408,1:00:00.0000,1,2,0
*.Models.Model.Assembly3,FailureA,1:00:26:15.0164,1:01:00:06.6941,52:59.2496,1,4,0
*.Models.Model.Assembly1,FailureA,1:00:28:10.3037,1:01:20:10.4726,1:00:00.0000,2,1,0
*.Models.Model.Assembly1,FailureA,1:02:02:08.0836,1:02:31:38.4080,1:00:00.0000,2,3,0
*.Models.Model.Assembly4,FailureA,1:02:07:32.2706,1:03:11:58.4020,21:02.8504,2,5,0
*.Models.Model.Assembly3,FailureA,1:02:49:30.3638,1:03:51:33.7198,1:24:37.0590,2,1,0
*.Models.Model.Assembly1,FailureA,1:02:59:46.5026,1:04:32:20.6062,1:00:00.0000,2,4,0
*.Models.Model.Assembly4,FailureA,1:03:33:14.4049,1:05:02:09.0797,20:09.9259,2,5,0
*.Models.Model.Assembly1,FailureA,1:05:49:23.6688,1:06:17:50.0017,1:00:00.0000,1,6,1
*.Models.Model.Assembly4,FailureA,1:05:57:05.6924,1:06:40:52.9846,18:51.8684,1,5,0
*.Models.Model.Assembly1,FailureA,1:06:24:30.4865,1:07:07:53.8217,1:00:00.0000,1,1,0
*.Models.Model.Assembly4,FailureA,1:06:59:56.0373,1:07:34:53.4699,1:19.0164,1,6,1
*.Models.Model.Assembly1,FailureA,1:07:11:49.3003,1:08:15:05.8838,1:00:00.0000,2,3,0
*.Models.Model.Assembly4,FailureA,1:07:36:16.7899,1:08:37:29.2821,1:55:29.4391,1,2,0
*.Models.Model.Assembly3,FailureA,1:08:32:05.3985,1:08:53:09.7516,22:57.5059,2,4,0
*.Models.Model.Assembly1,FailureA,1:08:56:35.1143,1:09:22:44.5747,1:00:00.0000,1,1,0
*.Models.Model.Assembly3,FailureA,1:09:16:16.4239,1:10:25:15.5312,1:04:01.2132,2,2,0
*.Models.Model.Assembly3,FailureA,1:12:01:56.0943,1:12:28:28.2336,49:24.2263,1,6,1
*.Models.Model.Assembly1,FailureA,1:12:09:38.9804,1:13:04:18.9329,1:00:00.0000,2,5,0
*.Models.Model.Assembly1,FailureA,1:13:15:25.7693,1:13:49:32.2425,1:00:00.0000,1,2,0
*.Models.Model.Assembly4,FailureA,1:13:30:08.9700,1:14:06:19.3030,1:34.2532,1,4,0
*.Models.Model.Assembly4,FailureA,1:14:07:53.5562,1:14:46:24.0992,48:00.4943,1,3,0
*.Models.Model.Assembly3,FailureA,1:14:14:39.0109,1:15:04:51.0788,41:36.4307,1,1,0
*.Models.Model.Assembly1,FailureA,1:14:13:46.9031,1:15:23:44.2252,1:00:00.0000,1,1,0
*.Models.Model.Assembly3,FailureA,1:15:56:42.2299,1:16:43:52.9503,7:50.5962,1,5,0
*.Models.Model.Assembly3,FailureA,1:16:51:45.1736,1:17:32:37.7039,11:18.5785,1,2,0
*.Models.Model.Assembly4,FailureA,1:17:20:51.3771,1:18:03:02.3896,1:09:14.3008,1,2,0
*.Models.Model.Assembly3,FailureA,1:17:44:01.1637,1:18:32:15.0172,57:49.9901,2,3,0
*.Models.Model.Assembly1,FailureA,1:17:28:36.4669,1:18:50:31.3540,1:00:00.0000,2,3,0
*.Models.Model.Assembly1,FailureA,1:18:58:27.0557,1:19:35:49.7763,1:00:00.0000,2,4,0
*.Models.Model.Assembly1,FailureA,1:20:05:07.1655,1:20:24:12.1639,1:00:00.0000,1,2,0
*.Models.Model.Assembly3,FailureA,1:20:11:07.4221,1:20:48:27.9764,13:14.6559,2,5,0
*.Models.Model.Assembly3,FailureA,1:21:01:51.3759,1:21:23:14.5679,33:56.4204,1,4,0
*.Models.Model.Assembly4,FailureA,1:21:08:54.8291,1:21:45:15.2933,25:12.7642,1,6,1
*.Models.Model.Assembly3,FailureA,1:21:57:25.3486,1:22:43:40.9916,12:26.9297,1,1,0
*.Models.Model.Assembly1,FailureA,1:22:34:01.7288,1:23:03:48.5239,1:00:00.0000,1,5,0
*.Models.Model.Assembly3,FailureA,1:22:56:12.7983,1:23:23:59.6649,1:48:44.6138,2,3,0
*.Models.Model.Assembly1,FailureA,1:23:35:52.8868,2:00:01:02.7568,1:00:00.0000,1,6,1
*.Models.Model.Assembly4,FailureA,1:23:50:21.8104,2:00:37:08.0273,1:46:48.5276,1,6,1
*.Models.Model.Assembly1,FailureA,2:01:45:06.8233,2:02:13:43.0841,1:00:00.0000,1,6,1
*.Models.Model.Assembly1,FailureA,2:02:21:03.4016,2:02:47:54.4435,1:00:00.0000,2,1,0
*.Models.Model.Assembly3,FailureA,2:02:58:06.4856,2:03:20:46.8281,12:31.5025,1,2,0
*.Models.Model.Assembly1,FailureA,2:03:13:19.0881,2:03:39:59.3703,1:00:00.0000,2,1,0
*.Models.Model.Assembly3,FailureA,2:03:33:23.5837,2:04:32:46.9425,54:18.3536,1,3,0
*.Models.Model.Assembly3,FailureA,2:05:27:25.8692,2:05:54:24.4226,1:22.4725,2,3,0
*.Models.Model.Assembly1,FailureA,2:05:44:12.6745,2:06:38:24.5266,1:00:00.0000,2,2,0
*.Models.Model.Assembly3,FailureA,2:05:55:46.8952,2:07:20:53.6152,32:55.2813,1,6,1
*.Models.Model.Assembly4,FailureA,2:07:50:58.2924,2:08:20:25.4137,44:02.9814,1,5,0
*.Models.Model.Assembly3,FailureA,2:07:54:07.2949,2:09:02:52.6198,8:54.0792,1,6,1
*.Models.Model.Assembly3,FailureA,2:09:11:49.9531,2:09:49:39.8999,31:50.1194,1,6,1
*.Models.Model.Assembly1,FailureA,2:10:03:24.3937,2:10:43:08.8923,1:00:00.0000,1,6,1
*.Models.Model.Assembly3,FailureA,2:10:21:41.4091,2:11:50:59.2623,2:15.1810,1,4,0
*.Models.Model.Assembly3,FailureA,2:11:53:14.4433,2:12:35:28.6599,28:52.8187,1,4,0
*.Models.Model.Assembly3,FailureA,2:13:04:35.1385,2:13:51:02.8054,1:39:22.8308,1,6,1
*.Models.Model.Assembly4,FailureA,2:13:22:42.1568,2:14:29:12.9111,21:12.5752,2,2,0
*.Models.Model.Assembly4,FailureA,2:14:50:39.5051,2:15:23:31.4108,1:24.7998,1,5,0
*.Models.Model.Assembly4,FailureA,2:15:24:56.2106,2:16:20:39.2425,1:37:53.8162,1,6,1
*.Models.Model.Assembly3,FailureA,2:17:46:54.3859,2:18:16:19.9485,23:23.1054,1,3,0
*.Models.Model.Assembly1,FailureA,2:17:43:51.6322,2:18:56:49.9973,1:00:00.0000,1,6,1
*.Models.Model.Assembly1,FailureA,2:19:01:26.2746,2:19:39:37.4588,1:00:00.0000,1,1,0
*.Models.Model.Assembly3,FailureA,2:20:02:52.5104,2:20:45:04.1644,1:46.6157,2,4,0
*.Models.Model.Assembly1,FailureA,2:20:14:25.7096,2:21:29:14.1074,1:00:00.0000,1,2,0
*.Models.Model.Assembly3,FailureA,2:20:46:50.7801,2:21:47:20.8883,2:21:41.9558,1,1,0
*.Models.Model.Assembly4,FailureA,2:22:45:46.8945,2:23:28:15.1304,3:00.9889,2,1,0
*.Models.Model.Assembly1,FailureA,2:22:46:40.5929,2:23:43:26.6071,1:00:00.0000,2,2,0
*.Models.Model.Assembly4,FailureA,2:23:31:17.7465,3:00:19:18.8671,7:41.2551,1,1,0
*.Models.Model.Assembly1,FailureA,2:23:56:23.3787,3:00:59:07.9491,1:00:00.0000,1,1,0
*.Models.Model.Assembly4,FailureA,3:00:27:07.3151,3:01:17:07.5944,12:32.7737,1,6,1
*.Models.Model.Assembly4,FailureA,3:01:29:54.1073,3:01:53:38.5147,6:45.1125,1,6,1
*.Models.Model.Assembly4,FailureA,3:02:00:26.8815,3:02:26:29.2699,23:08.8028,1,1,0
*.Models.Model.Assembly4,FailureA,3:02:49:52.2427,3:03:25:56.3994,29.4017,1,6,1
*.Models.Model.Assembly4,FailureA,3:03:26:25.8012,3:03:52:35.5772,2:00.8977,1,4,0
*.Models.Model.Assembly4,FailureA,3:03:54:36.4749,3:04:17:25.5568,28:46.5501,1,6,1
*.Models.Model.Assembly4,FailureA,3:04:46:41.7474,3:05:26:25.2185,1:29:03.1005,1,3,0
*.Models.Model.Assembly3,FailureA,3:04:54:29.1764,3:05:46:23.5316,7:07.8104,1,6,1
*.Models.Model.Assembly1,FailureA,3:05:01:10.6833,3:06:29:50.2510,1:00:00.0000,2,1,0
*.Models.Model.Assembly3,FailureA,3:05:53:38.2237,3:06:59:14.9787,2:17:34.9165,1,6,1
*.Models.Model.Assembly1,FailureA,3:06:39:37.1181,3:07:32:22.1073,1:00:00.0000,2,1,0
*.Models.Model.Assembly3,FailureA,3:10:31:13.8791,3:10:58:51.2000,1:38:00.3901,2,3,0
*.Models.Model.Assembly1,FailureA,3:10:22:26.0019,3:11:31:15.8561,1:00:00.0000,1,4,0
*.Models.Model.Assembly4,FailureA,3:11:54:10.8851,3:12:23:28.7145,4:10.0934,1,6,1
*.Models.Model.Assembly1,FailureA,3:11:58:03.0083,3:13:21:56.4184,1:00:00.0000,2,3,0
*.Models.Model.Assembly4,FailureA,3:12:59:49.1748,3:13:55:59.3611,2:32.8214,1,5,0
*.Models.Model.Assembly1,FailureA,3:13:41:38.0807,3:14:12:44.1163,1:00:00.0000,2,2,0
*.Models.Model.Assembly4,FailureA,3:13:58:33.8097,3:14:36:21.5887,4:30.6101,1,6,1
*.Models.Model.Assembly1,FailureA,3:14:30:44.4507,3:14:59:19.9087,1:00:00.0000,2,4,0
*.Models.Model.Assembly4,FailureA,3:14:40:53.8260,3:15:24:10.9953,5:47.3284,2,1,0
*.Models.Model.Assembly3,FailureA,3:15:24:55.5451,3:16:08:58.7781,4:14.0205,1,4,0
*.Models.Model.Assembly4,FailureA,3:15:30:01.5780,3:16:26:12.7680,1:20:05.1456,1,3,0
*.Models.Model.Assembly3,FailureA,3:16:13:16.1884,3:16:46:54.0100,22:16.8835,2,2,0
*.Models.Model.Assembly1,FailureA,3:15:31:27.7599,3:17:48:22.5740,1:00:00.0000,2,3,0
*.Models.Model.Assembly3,FailureA,3:18:09:25.2088,3:18:42:39.2356,6:47.1506,1,2,0
*.Models.Model.Assembly3,FailureA,3:18:49:32.5687,3:20:05:59.6084,3:37.6698,1,4,0
*.Models.Model.Assembly3,FailureA,3:20:09:38.9053,3:20:55:06.3451,7:48.7580,1,1,0
*.Models.Model.Assembly3,FailureA,3:21:02:56.7302,3:21:41:20.5485,3:56.1431,2,4,0
*.Models.Model.Assembly3,FailureA,3:21:45:18.3188,3:22:15:28.4544,50:45.0001,1,6,1
*.Models.Model.Assembly1,FailureA,3:22:45:30.5628,3:23:05:39.9915,1:00:00.0000,1,1,0
*.Models.Model.Assembly3,FailureA,3:23:06:34.0223,3:23:24:16.9260,1:00:29.9347,2,3,0
*.Models.Model.Assembly4,FailureA,3:23:10:42.0308,3:23:39:36.4584,2:26:52.9878,1,6,1
*.Models.Model.Assembly1,FailureA,3:23:14:58.0449,4:00:04:28.0926,1:00:00.0000,2,3,0
*.Models.Model.Assembly1,FailureA,4:00:18:06.6245,4:00:40:38.4072,1:00:00.0000,1,2,0
*.Models.Model.Assembly1,FailureA,4:00:54:45.2216,4:01:45:40.7370,1:00:00.0000,2,5,0
*.Models.Model.Assembly3,FailureA,4:02:03:20.6346,4:02:58:51.5799,2:10.1800,2,5,0
*.Models.Model.Assembly3,FailureA,4:03:01:07.3454,4:03:34:45.1778,17:48.7378,2,2,0
*.Models.Model.Assembly3,FailureA,4:03:52:44.1987,4:04:27:56.7830,27:56.8714,2,2,0
*.Models.Model.Assembly1,FailureA,4:04:35:08.0501,4:04:52:56.4135,1:00:00.0000,2,2,0
*.Models.Model.Assembly3,FailureA,4:04:56:10.6149,4:05:26:33.9013,2:05.0278,1,6,1
*.Models.Model.Assembly1,FailureA,4:05:09:07.7423,4:06:07:59.4221,1:00:00.0000,1,4,0
*.Models.Model.Assembly3,FailureA,4:05:28:40.5562,4:06:42:15.2848,52:32.7618,1,1,0
*.Models.Model.Assembly1,FailureA,4:06:15:09.7864,4:07:07:34.1892,1:00:00.0000,2,4,0
*.Models.Model.Assembly3,FailureA,4:07:35:16.5211,4:08:18:09.8782,41:24.9765,1,6,1
*.Models.Model.Assembly1,FailureA,4:07:37:52.3620,4:08:56:08.7615,1:00:00.0000,1,6,1
*.Models.Model.Assembly4,FailureA,4:09:08:12.2022,4:09:25:30.8492,1:14:39.0152,1,3,0
*.Models.Model.Assembly1,FailureA,4:09:09:02.8714,4:09:49:35.8516,1:00:00.0000,1,4,0
*.Models.Model.Assembly1,FailureA,4:10:02:32.6630,4:10:19:43.4989,1:00:00.0000,2,1,0
*.Models.Model.Assembly3,FailureA,4:10:05:00.5582,4:10:38:46.5257,6:25.7905,2,4,0
*.Models.Model.Assembly1,FailureA,4:10:20:04.8737,4:11:23:32.4260,1:00:00.0000,2,5,0
